event_id,user_id,event_type,event_time,skill_id,resource_id,job_id,score_delta,status,sentiment,user_state,risk_level,detail,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
EVT-G007-16,USER-G007,plan_adjusted,2025-06-22T16:00:00Z,SKILL-034,,,0,completed,neutral,plan_rebalanced,low,根据时间和反馈调整学习计划,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-17,USER-G007,skill_practice,2025-07-09T16:00:00Z,SKILL-037,RES-0023,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-18,USER-G007,inactivity,2025-07-26T16:00:00Z,SKILL-043,,,-4,attention_needed,frustrated,learning_stalled,medium,超过设定周期未产生学习证据，触发技能衰减,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-19,USER-G007,reminder_response,2025-08-12T16:00:00Z,SKILL-007,,,0,completed,neutral,active,low,响应任务提醒并更新完成状态,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-20,USER-G007,profile_recalculated,2025-08-29T16:00:00Z,SKILL-025,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-21,USER-G007,onboarding,2025-09-15T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-22,USER-G007,skill_assessment,2025-10-02T16:00:00Z,SKILL-034,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-23,USER-G007,course_started,2025-10-19T16:00:00Z,SKILL-037,RES-0023,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-24,USER-G007,task_completed,2025-11-05T16:00:00Z,SKILL-043,RES-0029,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-25,USER-G007,skill_practice,2025-11-22T16:00:00Z,SKILL-007,RES-0127,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-26,USER-G007,course_completed,2025-12-09T16:00:00Z,SKILL-025,RES-0025,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-27,USER-G007,project_started,2025-12-26T16:00:00Z,SKILL-028,RES-0028,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-28,USER-G007,job_viewed,2026-01-12T16:00:00Z,,,JOB-AI-APP-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-29,USER-G007,feedback_submitted,2026-01-29T16:00:00Z,SKILL-037,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G007-30,USER-G007,task_completed,2026-02-15T16:00:00Z,SKILL-043,RES-0029,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-01,USER-G008,onboarding,2024-10-10T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-02,USER-G008,skill_assessment,2024-10-27T16:00:00Z,SKILL-013,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-03,USER-G008,course_started,2024-11-13T16:00:00Z,SKILL-016,RES-0122,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-04,USER-G008,task_completed,2024-11-30T16:00:00Z,SKILL-043,RES-0029,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-05,USER-G008,skill_practice,2024-12-17T16:00:00Z,SKILL-046,RES-0032,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-06,USER-G008,course_completed,2025-01-03T16:00:00Z,SKILL-054,RES-0005,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-07,USER-G008,project_started,2025-01-20T16:00:00Z,SKILL-010,RES-0130,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-08,USER-G008,job_viewed,2025-02-06T16:00:00Z,,,JOB-DATA-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-09,USER-G008,feedback_submitted,2025-02-23T16:00:00Z,SKILL-016,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-10,USER-G008,task_completed,2025-03-12T16:00:00Z,SKILL-043,RES-0029,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-11,USER-G008,project_completed,2025-03-29T16:00:00Z,SKILL-046,RES-0032,,8,completed,positive,progressing,low,完成项目、说明文档和复盘,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-12,USER-G008,profile_recalculated,2025-04-15T16:00:00Z,SKILL-054,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-13,USER-G008,job_saved,2025-05-02T16:00:00Z,,,JOB-DATA-0013,0,completed,neutral,active,low,收藏一个模拟目标岗位,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-14,USER-G008,application_submitted,2025-05-19T16:00:00Z,,,JOB-DATA-0014,0,completed,neutral,active,low,向模拟岗位提交申请,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-15,USER-G008,interview_result,2025-06-05T16:00:00Z,,,JOB-DATA-0015,0,completed,disappointed,active,low,记录模拟面试反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-16,USER-G008,plan_adjusted,2025-06-22T16:00:00Z,SKILL-043,,,0,completed,neutral,plan_rebalanced,low,根据时间和反馈调整学习计划,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-17,USER-G008,skill_practice,2025-07-09T16:00:00Z,SKILL-046,RES-0032,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-18,USER-G008,inactivity,2025-07-26T16:00:00Z,SKILL-054,,,-4,attention_needed,frustrated,learning_stalled,medium,超过设定周期未产生学习证据，触发技能衰减,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-19,USER-G008,reminder_response,2025-08-12T16:00:00Z,SKILL-010,,,0,completed,neutral,active,low,响应任务提醒并更新完成状态,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-20,USER-G008,profile_recalculated,2025-08-29T16:00:00Z,SKILL-013,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-21,USER-G008,onboarding,2025-09-15T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-22,USER-G008,skill_assessment,2025-10-02T16:00:00Z,SKILL-043,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-23,USER-G008,course_started,2025-10-19T16:00:00Z,SKILL-046,RES-0032,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-24,USER-G008,task_completed,2025-11-05T16:00:00Z,SKILL-054,RES-0005,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-25,USER-G008,skill_practice,2025-11-22T16:00:00Z,SKILL-010,RES-0130,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-26,USER-G008,course_completed,2025-12-09T16:00:00Z,SKILL-013,RES-0133,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-27,USER-G008,project_started,2025-12-26T16:00:00Z,SKILL-016,RES-0422,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-28,USER-G008,job_viewed,2026-01-12T16:00:00Z,,,JOB-DATA-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-29,USER-G008,feedback_submitted,2026-01-29T16:00:00Z,SKILL-046,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G008-30,USER-G008,task_completed,2026-02-15T16:00:00Z,SKILL-054,RES-0005,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-01,USER-G009,onboarding,2024-10-10T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-02,USER-G009,skill_assessment,2024-10-27T16:00:00Z,SKILL-027,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-03,USER-G009,course_started,2024-11-13T16:00:00Z,SKILL-030,RES-0030,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-04,USER-G009,task_completed,2024-11-30T16:00:00Z,SKILL-036,RES-0029,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-05,USER-G009,skill_practice,2024-12-17T16:00:00Z,SKILL-039,RES-0032,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-06,USER-G009,course_completed,2025-01-03T16:00:00Z,SKILL-001,RES-0541,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-07,USER-G009,project_started,2025-01-20T16:00:00Z,SKILL-009,RES-0129,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-08,USER-G009,job_viewed,2025-02-06T16:00:00Z,,,JOB-AI-APP-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-09,USER-G009,feedback_submitted,2025-02-23T16:00:00Z,SKILL-030,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-10,USER-G009,task_completed,2025-03-12T16:00:00Z,SKILL-036,RES-0029,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-11,USER-G009,project_completed,2025-03-29T16:00:00Z,SKILL-039,RES-0032,,8,completed,positive,progressing,low,完成项目、说明文档和复盘,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-12,USER-G009,profile_recalculated,2025-04-15T16:00:00Z,SKILL-001,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-13,USER-G009,job_saved,2025-05-02T16:00:00Z,,,JOB-AI-APP-0013,0,completed,neutral,active,low,收藏一个模拟目标岗位,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-14,USER-G009,application_submitted,2025-05-19T16:00:00Z,,,JOB-AI-APP-0014,0,completed,neutral,active,low,向模拟岗位提交申请,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-15,USER-G009,interview_result,2025-06-05T16:00:00Z,,,JOB-AI-APP-0015,0,completed,disappointed,active,low,记录模拟面试反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-16,USER-G009,plan_adjusted,2025-06-22T16:00:00Z,SKILL-036,,,0,completed,neutral,plan_rebalanced,low,根据时间和反馈调整学习计划,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-17,USER-G009,skill_practice,2025-07-09T16:00:00Z,SKILL-039,RES-0032,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-18,USER-G009,inactivity,2025-07-26T16:00:00Z,SKILL-001,,,-4,attention_needed,frustrated,learning_stalled,medium,超过设定周期未产生学习证据，触发技能衰减,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-19,USER-G009,reminder_response,2025-08-12T16:00:00Z,SKILL-009,,,0,completed,neutral,active,low,响应任务提醒并更新完成状态,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-20,USER-G009,profile_recalculated,2025-08-29T16:00:00Z,SKILL-027,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-21,USER-G009,onboarding,2025-09-15T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-22,USER-G009,skill_assessment,2025-10-02T16:00:00Z,SKILL-036,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-23,USER-G009,course_started,2025-10-19T16:00:00Z,SKILL-039,RES-0032,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-24,USER-G009,task_completed,2025-11-05T16:00:00Z,SKILL-001,RES-0541,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-25,USER-G009,skill_practice,2025-11-22T16:00:00Z,SKILL-009,RES-0542,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-26,USER-G009,course_completed,2025-12-09T16:00:00Z,SKILL-027,RES-0140,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-27,USER-G009,project_started,2025-12-26T16:00:00Z,SKILL-030,RES-0143,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-28,USER-G009,job_viewed,2026-01-12T16:00:00Z,,,JOB-AI-APP-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-29,USER-G009,feedback_submitted,2026-01-29T16:00:00Z,SKILL-039,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G009-30,USER-G009,task_completed,2026-02-15T16:00:00Z,SKILL-001,RES-0541,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-01,USER-G010,onboarding,2024-10-10T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-02,USER-G010,skill_assessment,2024-10-27T16:00:00Z,SKILL-048,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-03,USER-G010,course_started,2024-11-13T16:00:00Z,SKILL-001,RES-0541,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-04,USER-G010,task_completed,2024-11-30T16:00:00Z,SKILL-011,RES-0131,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-05,USER-G010,skill_practice,2024-12-17T16:00:00Z,SKILL-019,RES-0005,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-06,USER-G010,course_completed,2025-01-03T16:00:00Z,SKILL-022,RES-0128,,6,completed,positive,progressing,low,完成课程并提交学习总结,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-07,USER-G010,project_started,2025-01-20T16:00:00Z,SKILL-025,RES-0131,,0,completed,neutral,active,low,启动实践项目并确认里程碑,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-08,USER-G010,job_viewed,2025-02-06T16:00:00Z,,,JOB-AI-ALG-0008,0,completed,neutral,active,low,查看目标岗位及能力要求,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-09,USER-G010,feedback_submitted,2025-02-23T16:00:00Z,SKILL-001,,,0,completed,neutral,active,low,提交计划难度和推荐相关性反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-10,USER-G010,task_completed,2025-03-12T16:00:00Z,SKILL-011,RES-0544,,2,completed,positive,progressing,low,完成本周学习任务,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-11,USER-G010,project_completed,2025-03-29T16:00:00Z,SKILL-019,RES-0002,,8,completed,positive,progressing,low,完成项目、说明文档和复盘,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-12,USER-G010,profile_recalculated,2025-04-15T16:00:00Z,SKILL-022,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-13,USER-G010,job_saved,2025-05-02T16:00:00Z,,,JOB-AI-ALG-0013,0,completed,neutral,active,low,收藏一个模拟目标岗位,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-14,USER-G010,application_submitted,2025-05-19T16:00:00Z,,,JOB-AI-ALG-0014,0,completed,neutral,active,low,向模拟岗位提交申请,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-15,USER-G010,interview_result,2025-06-05T16:00:00Z,,,JOB-AI-ALG-0015,0,completed,disappointed,active,low,记录模拟面试反馈,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-16,USER-G010,plan_adjusted,2025-06-22T16:00:00Z,SKILL-011,,,0,completed,neutral,plan_rebalanced,low,根据时间和反馈调整学习计划,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-17,USER-G010,skill_practice,2025-07-09T16:00:00Z,SKILL-019,RES-0425,,2,completed,positive,progressing,low,完成技能练习并记录反思,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-18,USER-G010,inactivity,2025-07-26T16:00:00Z,SKILL-022,,,-4,attention_needed,frustrated,learning_stalled,medium,超过设定周期未产生学习证据，触发技能衰减,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-19,USER-G010,reminder_response,2025-08-12T16:00:00Z,SKILL-025,,,0,completed,neutral,active,low,响应任务提醒并更新完成状态,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-20,USER-G010,profile_recalculated,2025-08-29T16:00:00Z,SKILL-048,,,0,completed,neutral,active,low,根据新证据重算画像与岗位匹配度,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-21,USER-G010,onboarding,2025-09-15T16:00:00Z,,,,0,completed,neutral,active,low,完成基础信息和学习约束录入,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-22,USER-G010,skill_assessment,2025-10-02T16:00:00Z,SKILL-011,,,3,completed,positive,progressing,low,完成能力测评并生成可解释证据,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
EVT-G010-23,USER-G010,course_started,2025-10-19T16:00:00Z,SKILL-019,RES-0545,,0,completed,neutral,active,low,开始一项与目标能力相关的课程,1.1.0,synthetic,true,SRC-SYNTH,2026-09-05T00:00:00+08:00,0.9,synthetic,not_applicable,,team_generated,false,golden
