knowledge_card_id,category,title,content,keywords,related_entity_type,related_entity_id,schema_version,origin,is_synthetic,source_ids,generated_at,confidence,claim_level,verification_status,last_verified_at,license_scope,is_market_fact,data_split
KC-RES-0131,learning_resource,统计学基础实践项目-011,围绕统计学基础完成可运行成果、说明文档和复盘。 难度为advanced，预计32小时，先修能力建议不低于70分。,统计学基础实践项目-011|synthetic_project|advanced,resource,RES-0131,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0421,learning_resource,Python编程能力测评-001,通过任务和量表验证Python编程，结果仅用于学习建议。 难度为intermediate，预计2小时，先修能力建议不低于50分。,Python编程能力测评-001|synthetic_assessment|intermediate,resource,RES-0421,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0422,learning_resource,数据结构与算法能力测评-002,通过任务和量表验证数据结构与算法，结果仅用于学习建议。 难度为advanced，预计3小时，先修能力建议不低于70分。,数据结构与算法能力测评-002|synthetic_assessment|advanced,resource,RES-0422,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0423,learning_resource,面向对象设计能力测评-003,通过任务和量表验证面向对象设计，结果仅用于学习建议。 难度为beginner，预计4小时，先修能力建议不低于20分。,面向对象设计能力测评-003|synthetic_assessment|beginner,resource,RES-0423,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0424,learning_resource,计算机系统基础能力测评-004,通过任务和量表验证计算机系统基础，结果仅用于学习建议。 难度为intermediate，预计5小时，先修能力建议不低于50分。,计算机系统基础能力测评-004|synthetic_assessment|intermediate,resource,RES-0424,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0425,learning_resource,计算机网络能力测评-005,通过任务和量表验证计算机网络，结果仅用于学习建议。 难度为advanced，预计1小时，先修能力建议不低于70分。,计算机网络能力测评-005|synthetic_assessment|advanced,resource,RES-0425,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0426,learning_resource,Linux使用能力测评-006,通过任务和量表验证Linux使用，结果仅用于学习建议。 难度为beginner，预计2小时，先修能力建议不低于20分。,Linux使用能力测评-006|synthetic_assessment|beginner,resource,RES-0426,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0427,learning_resource,软件工程能力测评-007,通过任务和量表验证软件工程，结果仅用于学习建议。 难度为intermediate，预计3小时，先修能力建议不低于50分。,软件工程能力测评-007|synthetic_assessment|intermediate,resource,RES-0427,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0428,learning_resource,测试与调试能力测评-008,通过任务和量表验证测试与调试，结果仅用于学习建议。 难度为advanced，预计4小时，先修能力建议不低于70分。,测试与调试能力测评-008|synthetic_assessment|advanced,resource,RES-0428,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0429,learning_resource,SQL能力测评-009,通过任务和量表验证SQL，结果仅用于学习建议。 难度为beginner，预计5小时，先修能力建议不低于20分。,SQL能力测评-009|synthetic_assessment|beginner,resource,RES-0429,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,team_generated,false,dev
KC-RES-0541,learning_resource,Python编程职业应用指南-001,用于学习或理解Python编程，内容为演示指南。 难度为intermediate，预计3小时，先修能力建议不低于50分。,Python编程职业应用指南-001|synthetic_guide|intermediate,resource,RES-0541,1.2.0,synthetic,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,reference_only,false,dev
KC-RES-0542,learning_resource,数据结构与算法职业应用指南-002,用于学习或理解数据结构与算法，内容为演示指南。 难度为advanced，预计4小时，先修能力建议不低于70分。,数据结构与算法职业应用指南-002|synthetic_guide|advanced,resource,RES-0542,1.2.0,synthetic,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,reference_only,false,dev
KC-RES-0543,learning_resource,面向对象设计职业应用指南-003,用于学习或理解面向对象设计，内容为演示指南。 难度为beginner，预计5小时，先修能力建议不低于20分。,面向对象设计职业应用指南-003|synthetic_guide|beginner,resource,RES-0543,1.2.0,synthetic,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,reference_only,false,dev
KC-RES-0544,learning_resource,计算机系统基础职业应用指南-004,用于学习或理解计算机系统基础，内容为演示指南。 难度为intermediate，预计6小时，先修能力建议不低于50分。,计算机系统基础职业应用指南-004|synthetic_guide|intermediate,resource,RES-0544,1.2.0,synthetic,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.86,synthetic,not_applicable,,reference_only,false,dev
KC-ROLE-DATA-054,role_skill,数据分析师与职业伦理与隐私,职业伦理与隐私是数据分析师的支撑能力，参考目标分55，岗位权重3.86%。,数据分析师|职业伦理与隐私|岗位匹配|能力差距,role_skill,ROLE-DATA|SKILL-054,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.88,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-ROLE-AI-ALG-001,role_skill,AI算法工程师与Python编程,Python编程是AI算法工程师的核心能力，参考目标分82，岗位权重7.25%。,AI算法工程师|Python编程|岗位匹配|能力差距,role_skill,ROLE-AI-ALG|SKILL-001,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.88,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-ROLE-AI-ALG-002,role_skill,AI算法工程师与数据结构与算法,数据结构与算法是AI算法工程师的核心能力，参考目标分80.6，岗位权重7.05%。,AI算法工程师|数据结构与算法|岗位匹配|能力差距,role_skill,ROLE-AI-ALG|SKILL-002,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.88,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-ROLE-AI-ALG-010,role_skill,AI算法工程师与数据清洗,数据清洗是AI算法工程师的核心能力，参考目标分79.2，岗位权重6.85%。,AI算法工程师|数据清洗|岗位匹配|能力差距,role_skill,ROLE-AI-ALG|SKILL-010,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.88,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-ROLE-AI-APP-001,role_skill,AI应用开发工程师与Python编程,Python编程是AI应用开发工程师的核心能力，参考目标分78，岗位权重7.25%。,AI应用开发工程师|Python编程|岗位匹配|能力差距,role_skill,ROLE-AI-APP|SKILL-001,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.88,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-ROLE-AI-APP-007,role_skill,AI应用开发工程师与软件工程,软件工程是AI应用开发工程师的核心能力，参考目标分76.6，岗位权重7.05%。,AI应用开发工程师|软件工程|岗位匹配|能力差距,role_skill,ROLE-AI-APP|SKILL-007,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.88,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-ROLE-AI-APP-008,role_skill,AI应用开发工程师与测试与调试,测试与调试是AI应用开发工程师的核心能力，参考目标分75.2，岗位权重6.85%。,AI应用开发工程师|测试与调试|岗位匹配|能力差距,role_skill,ROLE-AI-APP|SKILL-008,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.88,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-ROLE-DATA-001,role_skill,数据分析师与Python编程,Python编程是数据分析师的核心能力，参考目标分78，岗位权重7.25%。,数据分析师|Python编程|岗位匹配|能力差距,role_skill,ROLE-DATA|SKILL-001,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.88,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-ROLE-DATA-009,role_skill,数据分析师与SQL,SQL是数据分析师的核心能力，参考目标分76.6，岗位权重7.05%。,数据分析师|SQL|岗位匹配|能力差距,role_skill,ROLE-DATA|SKILL-009,1.2.0,derived,true,SRC-ONET|SRC-ESCO|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.88,primary_derived,derived,,cc_by_4_0_attribution,false,dev
KC-ROLE-AI-ALG-026,role_adjacent_skill,AI算法工程师与提示词设计,提示词设计是AI算法工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI算法工程师|提示词设计|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-ALG|SKILL-026,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-APP-003,role_adjacent_skill,AI应用开发工程师与面向对象设计,面向对象设计是AI应用开发工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI应用开发工程师|面向对象设计|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-APP|SKILL-003,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-APP-040,role_adjacent_skill,AI应用开发工程师与数据工程管道,数据工程管道是AI应用开发工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI应用开发工程师|数据工程管道|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-APP|SKILL-040,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-DATA-017,role_adjacent_skill,数据分析师与线性代数,线性代数是数据分析师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,数据分析师|线性代数|相邻能力|不参与评分,role_skill_candidate,ROLE-DATA|SKILL-017,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-ALG-003,role_adjacent_skill,AI算法工程师与面向对象设计,面向对象设计是AI算法工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI算法工程师|面向对象设计|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-ALG|SKILL-003,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-ALG-004,role_adjacent_skill,AI算法工程师与计算机系统基础,计算机系统基础是AI算法工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI算法工程师|计算机系统基础|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-ALG|SKILL-004,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-ALG-005,role_adjacent_skill,AI算法工程师与计算机网络,计算机网络是AI算法工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI算法工程师|计算机网络|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-ALG|SKILL-005,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-ALG-006,role_adjacent_skill,AI算法工程师与Linux使用,Linux使用是AI算法工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI算法工程师|Linux使用|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-ALG|SKILL-006,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-ALG-007,role_adjacent_skill,AI算法工程师与软件工程,软件工程是AI算法工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI算法工程师|软件工程|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-ALG|SKILL-007,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-ALG-008,role_adjacent_skill,AI算法工程师与测试与调试,测试与调试是AI算法工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI算法工程师|测试与调试|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-ALG|SKILL-008,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-APP-002,role_adjacent_skill,AI应用开发工程师与数据结构与算法,数据结构与算法是AI应用开发工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI应用开发工程师|数据结构与算法|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-APP|SKILL-002,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-APP-004,role_adjacent_skill,AI应用开发工程师与计算机系统基础,计算机系统基础是AI应用开发工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI应用开发工程师|计算机系统基础|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-APP|SKILL-004,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-APP-005,role_adjacent_skill,AI应用开发工程师与计算机网络,计算机网络是AI应用开发工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI应用开发工程师|计算机网络|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-APP|SKILL-005,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-APP-006,role_adjacent_skill,AI应用开发工程师与Linux使用,Linux使用是AI应用开发工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI应用开发工程师|Linux使用|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-APP|SKILL-006,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-AI-APP-010,role_adjacent_skill,AI应用开发工程师与数据清洗,数据清洗是AI应用开发工程师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,AI应用开发工程师|数据清洗|相邻能力|不参与评分,role_skill_candidate,ROLE-AI-APP|SKILL-010,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-DATA-002,role_adjacent_skill,数据分析师与数据结构与算法,数据结构与算法是数据分析师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,数据分析师|数据结构与算法|相邻能力|不参与评分,role_skill_candidate,ROLE-DATA|SKILL-002,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-DATA-003,role_adjacent_skill,数据分析师与面向对象设计,面向对象设计是数据分析师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,数据分析师|面向对象设计|相邻能力|不参与评分,role_skill_candidate,ROLE-DATA|SKILL-003,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-DATA-004,role_adjacent_skill,数据分析师与计算机系统基础,计算机系统基础是数据分析师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,数据分析师|计算机系统基础|相邻能力|不参与评分,role_skill_candidate,ROLE-DATA|SKILL-004,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-DATA-005,role_adjacent_skill,数据分析师与计算机网络,计算机网络是数据分析师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,数据分析师|计算机网络|相邻能力|不参与评分,role_skill_candidate,ROLE-DATA|SKILL-005,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-DATA-006,role_adjacent_skill,数据分析师与Linux使用,Linux使用是数据分析师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,数据分析师|Linux使用|相邻能力|不参与评分,role_skill_candidate,ROLE-DATA|SKILL-006,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-ROLE-DATA-007,role_adjacent_skill,数据分析师与软件工程,软件工程是数据分析师的合成相邻能力扩展，不属于当前直接评分能力项，不参与当前岗位匹配评分；仅用于知识检索、路线探索或后续岗位模型扩展。,数据分析师|软件工程|相邻能力|不参与评分,role_skill_candidate,ROLE-DATA|SKILL-007,1.2.0,synthetic,true,SRC-SYNTH,2026-09-13T00:00:00+08:00,0.75,synthetic,not_applicable,,team_generated,false,dev
KC-TREND-016,trend_interpretation,实验与A/B测试趋势数据解释,实验与A/B测试的月度趋势指数是模拟值，只用于展示权重动态调整。系统必须同时显示数据日期、来源和“演示数据”提示，不能将指数解释为就业保证。,实验与A/B测试|趋势|模拟数据|不确定性,skill,SKILL-016,1.2.0,derived,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.82,primary_derived,derived,,reference_only,false,dev
KC-TREND-053,trend_interpretation,时间管理趋势数据解释,时间管理的月度趋势指数是模拟值，只用于展示权重动态调整。系统必须同时显示数据日期、来源和“演示数据”提示，不能将指数解释为就业保证。,时间管理|趋势|模拟数据|不确定性,skill,SKILL-053,1.2.0,derived,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.82,primary_derived,derived,,reference_only,false,dev
KC-TREND-001,trend_interpretation,Python编程趋势数据解释,Python编程的月度趋势指数是模拟值，只用于展示权重动态调整。系统必须同时显示数据日期、来源和“演示数据”提示，不能将指数解释为就业保证。,Python编程|趋势|模拟数据|不确定性,skill,SKILL-001,1.2.0,derived,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.82,primary_derived,derived,,reference_only,false,dev
KC-TREND-002,trend_interpretation,数据结构与算法趋势数据解释,数据结构与算法的月度趋势指数是模拟值，只用于展示权重动态调整。系统必须同时显示数据日期、来源和“演示数据”提示，不能将指数解释为就业保证。,数据结构与算法|趋势|模拟数据|不确定性,skill,SKILL-002,1.2.0,derived,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.82,primary_derived,derived,,reference_only,false,dev
KC-TREND-003,trend_interpretation,面向对象设计趋势数据解释,面向对象设计的月度趋势指数是模拟值，只用于展示权重动态调整。系统必须同时显示数据日期、来源和“演示数据”提示，不能将指数解释为就业保证。,面向对象设计|趋势|模拟数据|不确定性,skill,SKILL-003,1.2.0,derived,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.82,primary_derived,derived,,reference_only,false,dev
KC-TREND-004,trend_interpretation,计算机系统基础趋势数据解释,计算机系统基础的月度趋势指数是模拟值，只用于展示权重动态调整。系统必须同时显示数据日期、来源和“演示数据”提示，不能将指数解释为就业保证。,计算机系统基础|趋势|模拟数据|不确定性,skill,SKILL-004,1.2.0,derived,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.82,primary_derived,derived,,reference_only,false,dev
KC-TREND-005,trend_interpretation,计算机网络趋势数据解释,计算机网络的月度趋势指数是模拟值，只用于展示权重动态调整。系统必须同时显示数据日期、来源和“演示数据”提示，不能将指数解释为就业保证。,计算机网络|趋势|模拟数据|不确定性,skill,SKILL-005,1.2.0,derived,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.82,primary_derived,derived,,reference_only,false,dev
KC-TREND-006,trend_interpretation,Linux使用趋势数据解释,Linux使用的月度趋势指数是模拟值，只用于展示权重动态调整。系统必须同时显示数据日期、来源和“演示数据”提示，不能将指数解释为就业保证。,Linux使用|趋势|模拟数据|不确定性,skill,SKILL-006,1.2.0,derived,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.82,primary_derived,derived,,reference_only,false,dev
KC-TREND-007,trend_interpretation,软件工程趋势数据解释,软件工程的月度趋势指数是模拟值，只用于展示权重动态调整。系统必须同时显示数据日期、来源和“演示数据”提示，不能将指数解释为就业保证。,软件工程|趋势|模拟数据|不确定性,skill,SKILL-007,1.2.0,derived,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.82,primary_derived,derived,,reference_only,false,dev
KC-TREND-008,trend_interpretation,测试与调试趋势数据解释,测试与调试的月度趋势指数是模拟值，只用于展示权重动态调整。系统必须同时显示数据日期、来源和“演示数据”提示，不能将指数解释为就业保证。,测试与调试|趋势|模拟数据|不确定性,skill,SKILL-008,1.2.0,derived,true,SRC-WEF|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.82,primary_derived,derived,,reference_only,false,dev
KC-ETHICS-034,ethics_privacy,API设计数据使用边界,系统使用API设计证据时应遵循目的明确、最小必要、可更正、可撤回和评分可解释原则。证据不足时返回未知或提示补充，不得把缺失值直接当作低能力。,API设计|隐私|最小必要|自动化决策,skill,SKILL-034,1.2.0,derived,true,SRC-PIPL|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.96,primary_derived,derived,,reference_only,false,dev
KC-ETHICS-001,ethics_privacy,Python编程数据使用边界,系统使用Python编程证据时应遵循目的明确、最小必要、可更正、可撤回和评分可解释原则。证据不足时返回未知或提示补充，不得把缺失值直接当作低能力。,Python编程|隐私|最小必要|自动化决策,skill,SKILL-001,1.2.0,derived,true,SRC-PIPL|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.96,primary_derived,derived,,reference_only,false,dev
KC-ETHICS-002,ethics_privacy,数据结构与算法数据使用边界,系统使用数据结构与算法证据时应遵循目的明确、最小必要、可更正、可撤回和评分可解释原则。证据不足时返回未知或提示补充，不得把缺失值直接当作低能力。,数据结构与算法|隐私|最小必要|自动化决策,skill,SKILL-002,1.2.0,derived,true,SRC-PIPL|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.96,primary_derived,derived,,reference_only,false,dev
KC-ETHICS-003,ethics_privacy,面向对象设计数据使用边界,系统使用面向对象设计证据时应遵循目的明确、最小必要、可更正、可撤回和评分可解释原则。证据不足时返回未知或提示补充，不得把缺失值直接当作低能力。,面向对象设计|隐私|最小必要|自动化决策,skill,SKILL-003,1.2.0,derived,true,SRC-PIPL|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.96,primary_derived,derived,,reference_only,false,dev
KC-ETHICS-004,ethics_privacy,计算机系统基础数据使用边界,系统使用计算机系统基础证据时应遵循目的明确、最小必要、可更正、可撤回和评分可解释原则。证据不足时返回未知或提示补充，不得把缺失值直接当作低能力。,计算机系统基础|隐私|最小必要|自动化决策,skill,SKILL-004,1.2.0,derived,true,SRC-PIPL|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.96,primary_derived,derived,,reference_only,false,dev
KC-ETHICS-005,ethics_privacy,计算机网络数据使用边界,系统使用计算机网络证据时应遵循目的明确、最小必要、可更正、可撤回和评分可解释原则。证据不足时返回未知或提示补充，不得把缺失值直接当作低能力。,计算机网络|隐私|最小必要|自动化决策,skill,SKILL-005,1.2.0,derived,true,SRC-PIPL|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.96,primary_derived,derived,,reference_only,false,dev
KC-ETHICS-006,ethics_privacy,Linux使用数据使用边界,系统使用Linux使用证据时应遵循目的明确、最小必要、可更正、可撤回和评分可解释原则。证据不足时返回未知或提示补充，不得把缺失值直接当作低能力。,Linux使用|隐私|最小必要|自动化决策,skill,SKILL-006,1.2.0,derived,true,SRC-PIPL|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.96,primary_derived,derived,,reference_only,false,dev
KC-ETHICS-007,ethics_privacy,软件工程数据使用边界,系统使用软件工程证据时应遵循目的明确、最小必要、可更正、可撤回和评分可解释原则。证据不足时返回未知或提示补充，不得把缺失值直接当作低能力。,软件工程|隐私|最小必要|自动化决策,skill,SKILL-007,1.2.0,derived,true,SRC-PIPL|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.96,primary_derived,derived,,reference_only,false,dev
KC-ETHICS-008,ethics_privacy,测试与调试数据使用边界,系统使用测试与调试证据时应遵循目的明确、最小必要、可更正、可撤回和评分可解释原则。证据不足时返回未知或提示补充，不得把缺失值直接当作低能力。,测试与调试|隐私|最小必要|自动化决策,skill,SKILL-008,1.2.0,derived,true,SRC-PIPL|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.96,primary_derived,derived,,reference_only,false,dev
KC-ETHICS-009,ethics_privacy,SQL数据使用边界,系统使用SQL证据时应遵循目的明确、最小必要、可更正、可撤回和评分可解释原则。证据不足时返回未知或提示补充，不得把缺失值直接当作低能力。,SQL|隐私|最小必要|自动化决策,skill,SKILL-009,1.2.0,derived,true,SRC-PIPL|SRC-SYNTH,2026-09-13T00:00:00+08:00,0.96,primary_derived,derived,,reference_only,false,dev
