resource_id,title,resource_type,provider,url,difficulty,estimated_hours,prerequisite_score,page_kind,metadata_scope,verified_individual_page,claim_level,summary
RES-0226,业务理解实践项目-106,synthetic_project,系统实践任务库,,intermediate,22,50,synthetic,参赛团队生成,False,synthetic,围绕业务理解完成可运行成果、说明文档和复盘。
RES-0227,创新与方案比较实践项目-107,synthetic_project,系统实践任务库,,advanced,23,70,synthetic,参赛团队生成,False,synthetic,围绕创新与方案比较完成可运行成果、说明文档和复盘。
RES-0228,书面沟通实践项目-108,synthetic_project,系统实践任务库,,beginner,24,20,synthetic,参赛团队生成,False,synthetic,围绕书面沟通完成可运行成果、说明文档和复盘。
RES-0229,表达与汇报实践项目-109,synthetic_project,系统实践任务库,,intermediate,25,50,synthetic,参赛团队生成,False,synthetic,围绕表达与汇报完成可运行成果、说明文档和复盘。
RES-0230,跨岗位沟通实践项目-110,synthetic_project,系统实践任务库,,advanced,26,70,synthetic,参赛团队生成,False,synthetic,围绕跨岗位沟通完成可运行成果、说明文档和复盘。
RES-0231,远程协作实践项目-111,synthetic_project,系统实践任务库,,beginner,27,20,synthetic,参赛团队生成,False,synthetic,围绕远程协作完成可运行成果、说明文档和复盘。
RES-0232,团队协作实践项目-112,synthetic_project,系统实践任务库,,intermediate,28,50,synthetic,参赛团队生成,False,synthetic,围绕团队协作完成可运行成果、说明文档和复盘。
RES-0233,时间管理实践项目-113,synthetic_project,系统实践任务库,,advanced,29,70,synthetic,参赛团队生成,False,synthetic,围绕时间管理完成可运行成果、说明文档和复盘。
RES-0234,职业伦理与隐私实践项目-114,synthetic_project,系统实践任务库,,beginner,30,20,synthetic,参赛团队生成,False,synthetic,围绕职业伦理与隐私完成可运行成果、说明文档和复盘。
RES-0235,自主学习实践项目-115,synthetic_project,系统实践任务库,,intermediate,31,50,synthetic,参赛团队生成,False,synthetic,围绕自主学习完成可运行成果、说明文档和复盘。
RES-0236,知识管理实践项目-116,synthetic_project,系统实践任务库,,advanced,32,70,synthetic,参赛团队生成,False,synthetic,围绕知识管理完成可运行成果、说明文档和复盘。
RES-0237,项目规划实践项目-117,synthetic_project,系统实践任务库,,beginner,33,20,synthetic,参赛团队生成,False,synthetic,围绕项目规划完成可运行成果、说明文档和复盘。
RES-0238,项目交付实践项目-118,synthetic_project,系统实践任务库,,intermediate,34,50,synthetic,参赛团队生成,False,synthetic,围绕项目交付完成可运行成果、说明文档和复盘。
RES-0239,复盘与反馈实践项目-119,synthetic_project,系统实践任务库,,advanced,35,70,synthetic,参赛团队生成,False,synthetic,围绕复盘与反馈完成可运行成果、说明文档和复盘。
RES-0240,职业探索实践项目-120,synthetic_project,系统实践任务库,,beginner,36,20,synthetic,参赛团队生成,False,synthetic,围绕职业探索完成可运行成果、说明文档和复盘。
RES-0241,Python编程实践项目-121,synthetic_project,系统实践任务库,,intermediate,37,50,synthetic,参赛团队生成,False,synthetic,围绕Python编程完成可运行成果、说明文档和复盘。
RES-0242,数据结构与算法实践项目-122,synthetic_project,系统实践任务库,,advanced,38,70,synthetic,参赛团队生成,False,synthetic,围绕数据结构与算法完成可运行成果、说明文档和复盘。
RES-0243,面向对象设计实践项目-123,synthetic_project,系统实践任务库,,beginner,39,20,synthetic,参赛团队生成,False,synthetic,围绕面向对象设计完成可运行成果、说明文档和复盘。
RES-0244,计算机系统基础实践项目-124,synthetic_project,系统实践任务库,,intermediate,40,50,synthetic,参赛团队生成,False,synthetic,围绕计算机系统基础完成可运行成果、说明文档和复盘。
RES-0245,计算机网络实践项目-125,synthetic_project,系统实践任务库,,advanced,6,70,synthetic,参赛团队生成,False,synthetic,围绕计算机网络完成可运行成果、说明文档和复盘。
RES-0246,Linux使用实践项目-126,synthetic_project,系统实践任务库,,beginner,7,20,synthetic,参赛团队生成,False,synthetic,围绕Linux使用完成可运行成果、说明文档和复盘。
RES-0247,软件工程实践项目-127,synthetic_project,系统实践任务库,,intermediate,8,50,synthetic,参赛团队生成,False,synthetic,围绕软件工程完成可运行成果、说明文档和复盘。
RES-0248,测试与调试实践项目-128,synthetic_project,系统实践任务库,,advanced,9,70,synthetic,参赛团队生成,False,synthetic,围绕测试与调试完成可运行成果、说明文档和复盘。
RES-0249,SQL实践项目-129,synthetic_project,系统实践任务库,,beginner,10,20,synthetic,参赛团队生成,False,synthetic,围绕SQL完成可运行成果、说明文档和复盘。
RES-0250,数据清洗实践项目-130,synthetic_project,系统实践任务库,,intermediate,11,50,synthetic,参赛团队生成,False,synthetic,围绕数据清洗完成可运行成果、说明文档和复盘。
RES-0251,统计学基础实践项目-131,synthetic_project,系统实践任务库,,advanced,12,70,synthetic,参赛团队生成,False,synthetic,围绕统计学基础完成可运行成果、说明文档和复盘。
RES-0252,探索性数据分析实践项目-132,synthetic_project,系统实践任务库,,beginner,13,20,synthetic,参赛团队生成,False,synthetic,围绕探索性数据分析完成可运行成果、说明文档和复盘。
RES-0253,数据可视化实践项目-133,synthetic_project,系统实践任务库,,intermediate,14,50,synthetic,参赛团队生成,False,synthetic,围绕数据可视化完成可运行成果、说明文档和复盘。
RES-0254,Excel与BI工具实践项目-134,synthetic_project,系统实践任务库,,advanced,15,70,synthetic,参赛团队生成,False,synthetic,围绕Excel与BI工具完成可运行成果、说明文档和复盘。
RES-0255,数据建模实践项目-135,synthetic_project,系统实践任务库,,beginner,16,20,synthetic,参赛团队生成,False,synthetic,围绕数据建模完成可运行成果、说明文档和复盘。
RES-0256,实验与A/B测试实践项目-136,synthetic_project,系统实践任务库,,intermediate,17,50,synthetic,参赛团队生成,False,synthetic,围绕实验与A/B测试完成可运行成果、说明文档和复盘。
RES-0257,线性代数实践项目-137,synthetic_project,系统实践任务库,,advanced,18,70,synthetic,参赛团队生成,False,synthetic,围绕线性代数完成可运行成果、说明文档和复盘。
RES-0258,微积分与优化实践项目-138,synthetic_project,系统实践任务库,,beginner,19,20,synthetic,参赛团队生成,False,synthetic,围绕微积分与优化完成可运行成果、说明文档和复盘。
RES-0259,机器学习实践项目-139,synthetic_project,系统实践任务库,,intermediate,20,50,synthetic,参赛团队生成,False,synthetic,围绕机器学习完成可运行成果、说明文档和复盘。
RES-0260,特征工程实践项目-140,synthetic_project,系统实践任务库,,advanced,21,70,synthetic,参赛团队生成,False,synthetic,围绕特征工程完成可运行成果、说明文档和复盘。
RES-0261,模型评估实践项目-141,synthetic_project,系统实践任务库,,beginner,22,20,synthetic,参赛团队生成,False,synthetic,围绕模型评估完成可运行成果、说明文档和复盘。
RES-0262,深度学习实践项目-142,synthetic_project,系统实践任务库,,intermediate,23,50,synthetic,参赛团队生成,False,synthetic,围绕深度学习完成可运行成果、说明文档和复盘。
RES-0263,自然语言处理实践项目-143,synthetic_project,系统实践任务库,,advanced,24,70,synthetic,参赛团队生成,False,synthetic,围绕自然语言处理完成可运行成果、说明文档和复盘。
RES-0264,模型调优实践项目-144,synthetic_project,系统实践任务库,,beginner,25,20,synthetic,参赛团队生成,False,synthetic,围绕模型调优完成可运行成果、说明文档和复盘。
RES-0265,大模型基础实践项目-145,synthetic_project,系统实践任务库,,intermediate,26,50,synthetic,参赛团队生成,False,synthetic,围绕大模型基础完成可运行成果、说明文档和复盘。
RES-0266,提示词设计实践项目-146,synthetic_project,系统实践任务库,,advanced,27,70,synthetic,参赛团队生成,False,synthetic,围绕提示词设计完成可运行成果、说明文档和复盘。
RES-0267,RAG应用实践项目-147,synthetic_project,系统实践任务库,,beginner,28,20,synthetic,参赛团队生成,False,synthetic,围绕RAG应用完成可运行成果、说明文档和复盘。
RES-0268,向量数据库实践项目-148,synthetic_project,系统实践任务库,,intermediate,29,50,synthetic,参赛团队生成,False,synthetic,围绕向量数据库完成可运行成果、说明文档和复盘。
RES-0269,智能体开发实践项目-149,synthetic_project,系统实践任务库,,advanced,30,70,synthetic,参赛团队生成,False,synthetic,围绕智能体开发完成可运行成果、说明文档和复盘。
RES-0270,MCP与工具调用实践项目-150,synthetic_project,系统实践任务库,,beginner,31,20,synthetic,参赛团队生成,False,synthetic,围绕MCP与工具调用完成可运行成果、说明文档和复盘。
RES-0271,模型微调实践项目-151,synthetic_project,系统实践任务库,,intermediate,32,50,synthetic,参赛团队生成,False,synthetic,围绕模型微调完成可运行成果、说明文档和复盘。
RES-0272,AI安全与评测实践项目-152,synthetic_project,系统实践任务库,,advanced,33,70,synthetic,参赛团队生成,False,synthetic,围绕AI安全与评测完成可运行成果、说明文档和复盘。
RES-0273,Git版本控制实践项目-153,synthetic_project,系统实践任务库,,beginner,34,20,synthetic,参赛团队生成,False,synthetic,围绕Git版本控制完成可运行成果、说明文档和复盘。
RES-0274,API设计实践项目-154,synthetic_project,系统实践任务库,,intermediate,35,50,synthetic,参赛团队生成,False,synthetic,围绕API设计完成可运行成果、说明文档和复盘。
RES-0275,后端服务开发实践项目-155,synthetic_project,系统实践任务库,,advanced,36,70,synthetic,参赛团队生成,False,synthetic,围绕后端服务开发完成可运行成果、说明文档和复盘。
RES-0276,Docker容器实践项目-156,synthetic_project,系统实践任务库,,beginner,37,20,synthetic,参赛团队生成,False,synthetic,围绕Docker容器完成可运行成果、说明文档和复盘。
RES-0277,CI/CD实践项目-157,synthetic_project,系统实践任务库,,intermediate,38,50,synthetic,参赛团队生成,False,synthetic,围绕CI/CD完成可运行成果、说明文档和复盘。
RES-0278,云端部署实践项目-158,synthetic_project,系统实践任务库,,advanced,39,70,synthetic,参赛团队生成,False,synthetic,围绕云端部署完成可运行成果、说明文档和复盘。
RES-0279,监控与可观测性实践项目-159,synthetic_project,系统实践任务库,,beginner,40,20,synthetic,参赛团队生成,False,synthetic,围绕监控与可观测性完成可运行成果、说明文档和复盘。
RES-0280,数据工程管道实践项目-160,synthetic_project,系统实践任务库,,intermediate,6,50,synthetic,参赛团队生成,False,synthetic,围绕数据工程管道完成可运行成果、说明文档和复盘。
RES-0281,问题拆解实践项目-161,synthetic_project,系统实践任务库,,advanced,7,70,synthetic,参赛团队生成,False,synthetic,围绕问题拆解完成可运行成果、说明文档和复盘。
RES-0282,系统思维实践项目-162,synthetic_project,系统实践任务库,,beginner,8,20,synthetic,参赛团队生成,False,synthetic,围绕系统思维完成可运行成果、说明文档和复盘。
RES-0283,需求分析实践项目-163,synthetic_project,系统实践任务库,,intermediate,9,50,synthetic,参赛团队生成,False,synthetic,围绕需求分析完成可运行成果、说明文档和复盘。
RES-0284,用户研究实践项目-164,synthetic_project,系统实践任务库,,advanced,10,70,synthetic,参赛团队生成,False,synthetic,围绕用户研究完成可运行成果、说明文档和复盘。
RES-0285,指标设计实践项目-165,synthetic_project,系统实践任务库,,beginner,11,20,synthetic,参赛团队生成,False,synthetic,围绕指标设计完成可运行成果、说明文档和复盘。
RES-0286,业务理解实践项目-166,synthetic_project,系统实践任务库,,intermediate,12,50,synthetic,参赛团队生成,False,synthetic,围绕业务理解完成可运行成果、说明文档和复盘。
RES-0287,创新与方案比较实践项目-167,synthetic_project,系统实践任务库,,advanced,13,70,synthetic,参赛团队生成,False,synthetic,围绕创新与方案比较完成可运行成果、说明文档和复盘。
RES-0288,书面沟通实践项目-168,synthetic_project,系统实践任务库,,beginner,14,20,synthetic,参赛团队生成,False,synthetic,围绕书面沟通完成可运行成果、说明文档和复盘。
RES-0289,表达与汇报实践项目-169,synthetic_project,系统实践任务库,,intermediate,15,50,synthetic,参赛团队生成,False,synthetic,围绕表达与汇报完成可运行成果、说明文档和复盘。
RES-0290,跨岗位沟通实践项目-170,synthetic_project,系统实践任务库,,advanced,16,70,synthetic,参赛团队生成,False,synthetic,围绕跨岗位沟通完成可运行成果、说明文档和复盘。
RES-0291,远程协作实践项目-171,synthetic_project,系统实践任务库,,beginner,17,20,synthetic,参赛团队生成,False,synthetic,围绕远程协作完成可运行成果、说明文档和复盘。
RES-0292,团队协作实践项目-172,synthetic_project,系统实践任务库,,intermediate,18,50,synthetic,参赛团队生成,False,synthetic,围绕团队协作完成可运行成果、说明文档和复盘。
RES-0293,时间管理实践项目-173,synthetic_project,系统实践任务库,,advanced,19,70,synthetic,参赛团队生成,False,synthetic,围绕时间管理完成可运行成果、说明文档和复盘。
RES-0294,职业伦理与隐私实践项目-174,synthetic_project,系统实践任务库,,beginner,20,20,synthetic,参赛团队生成,False,synthetic,围绕职业伦理与隐私完成可运行成果、说明文档和复盘。
RES-0295,自主学习实践项目-175,synthetic_project,系统实践任务库,,intermediate,21,50,synthetic,参赛团队生成,False,synthetic,围绕自主学习完成可运行成果、说明文档和复盘。
RES-0296,知识管理实践项目-176,synthetic_project,系统实践任务库,,advanced,22,70,synthetic,参赛团队生成,False,synthetic,围绕知识管理完成可运行成果、说明文档和复盘。
RES-0297,项目规划实践项目-177,synthetic_project,系统实践任务库,,beginner,23,20,synthetic,参赛团队生成,False,synthetic,围绕项目规划完成可运行成果、说明文档和复盘。
RES-0298,项目交付实践项目-178,synthetic_project,系统实践任务库,,intermediate,24,50,synthetic,参赛团队生成,False,synthetic,围绕项目交付完成可运行成果、说明文档和复盘。
RES-0299,复盘与反馈实践项目-179,synthetic_project,系统实践任务库,,advanced,25,70,synthetic,参赛团队生成,False,synthetic,围绕复盘与反馈完成可运行成果、说明文档和复盘。
RES-0300,职业探索实践项目-180,synthetic_project,系统实践任务库,,beginner,26,20,synthetic,参赛团队生成,False,synthetic,围绕职业探索完成可运行成果、说明文档和复盘。
RES-0301,Python编程实践项目-181,synthetic_project,系统实践任务库,,intermediate,27,50,synthetic,参赛团队生成,False,synthetic,围绕Python编程完成可运行成果、说明文档和复盘。
RES-0302,数据结构与算法实践项目-182,synthetic_project,系统实践任务库,,advanced,28,70,synthetic,参赛团队生成,False,synthetic,围绕数据结构与算法完成可运行成果、说明文档和复盘。
RES-0303,面向对象设计实践项目-183,synthetic_project,系统实践任务库,,beginner,29,20,synthetic,参赛团队生成,False,synthetic,围绕面向对象设计完成可运行成果、说明文档和复盘。
RES-0304,计算机系统基础实践项目-184,synthetic_project,系统实践任务库,,intermediate,30,50,synthetic,参赛团队生成,False,synthetic,围绕计算机系统基础完成可运行成果、说明文档和复盘。
RES-0305,计算机网络实践项目-185,synthetic_project,系统实践任务库,,advanced,31,70,synthetic,参赛团队生成,False,synthetic,围绕计算机网络完成可运行成果、说明文档和复盘。
RES-0306,Linux使用实践项目-186,synthetic_project,系统实践任务库,,beginner,32,20,synthetic,参赛团队生成,False,synthetic,围绕Linux使用完成可运行成果、说明文档和复盘。
RES-0307,软件工程实践项目-187,synthetic_project,系统实践任务库,,intermediate,33,50,synthetic,参赛团队生成,False,synthetic,围绕软件工程完成可运行成果、说明文档和复盘。
RES-0308,测试与调试实践项目-188,synthetic_project,系统实践任务库,,advanced,34,70,synthetic,参赛团队生成,False,synthetic,围绕测试与调试完成可运行成果、说明文档和复盘。
RES-0309,SQL实践项目-189,synthetic_project,系统实践任务库,,beginner,35,20,synthetic,参赛团队生成,False,synthetic,围绕SQL完成可运行成果、说明文档和复盘。
RES-0310,数据清洗实践项目-190,synthetic_project,系统实践任务库,,intermediate,36,50,synthetic,参赛团队生成,False,synthetic,围绕数据清洗完成可运行成果、说明文档和复盘。
RES-0311,统计学基础实践项目-191,synthetic_project,系统实践任务库,,advanced,37,70,synthetic,参赛团队生成,False,synthetic,围绕统计学基础完成可运行成果、说明文档和复盘。
RES-0312,探索性数据分析实践项目-192,synthetic_project,系统实践任务库,,beginner,38,20,synthetic,参赛团队生成,False,synthetic,围绕探索性数据分析完成可运行成果、说明文档和复盘。
RES-0313,数据可视化实践项目-193,synthetic_project,系统实践任务库,,intermediate,39,50,synthetic,参赛团队生成,False,synthetic,围绕数据可视化完成可运行成果、说明文档和复盘。
RES-0314,Excel与BI工具实践项目-194,synthetic_project,系统实践任务库,,advanced,40,70,synthetic,参赛团队生成,False,synthetic,围绕Excel与BI工具完成可运行成果、说明文档和复盘。
RES-0315,数据建模实践项目-195,synthetic_project,系统实践任务库,,beginner,6,20,synthetic,参赛团队生成,False,synthetic,围绕数据建模完成可运行成果、说明文档和复盘。
RES-0316,实验与A/B测试实践项目-196,synthetic_project,系统实践任务库,,intermediate,7,50,synthetic,参赛团队生成,False,synthetic,围绕实验与A/B测试完成可运行成果、说明文档和复盘。
RES-0317,线性代数实践项目-197,synthetic_project,系统实践任务库,,advanced,8,70,synthetic,参赛团队生成,False,synthetic,围绕线性代数完成可运行成果、说明文档和复盘。
RES-0318,微积分与优化实践项目-198,synthetic_project,系统实践任务库,,beginner,9,20,synthetic,参赛团队生成,False,synthetic,围绕微积分与优化完成可运行成果、说明文档和复盘。
RES-0319,机器学习实践项目-199,synthetic_project,系统实践任务库,,intermediate,10,50,synthetic,参赛团队生成,False,synthetic,围绕机器学习完成可运行成果、说明文档和复盘。
RES-0320,特征工程实践项目-200,synthetic_project,系统实践任务库,,advanced,11,70,synthetic,参赛团队生成,False,synthetic,围绕特征工程完成可运行成果、说明文档和复盘。
RES-0321,模型评估实践项目-201,synthetic_project,系统实践任务库,,beginner,12,20,synthetic,参赛团队生成,False,synthetic,围绕模型评估完成可运行成果、说明文档和复盘。
RES-0322,深度学习实践项目-202,synthetic_project,系统实践任务库,,intermediate,13,50,synthetic,参赛团队生成,False,synthetic,围绕深度学习完成可运行成果、说明文档和复盘。
RES-0323,自然语言处理实践项目-203,synthetic_project,系统实践任务库,,advanced,14,70,synthetic,参赛团队生成,False,synthetic,围绕自然语言处理完成可运行成果、说明文档和复盘。
RES-0324,模型调优实践项目-204,synthetic_project,系统实践任务库,,beginner,15,20,synthetic,参赛团队生成,False,synthetic,围绕模型调优完成可运行成果、说明文档和复盘。
RES-0325,大模型基础实践项目-205,synthetic_project,系统实践任务库,,intermediate,16,50,synthetic,参赛团队生成,False,synthetic,围绕大模型基础完成可运行成果、说明文档和复盘。
RES-0326,提示词设计实践项目-206,synthetic_project,系统实践任务库,,advanced,17,70,synthetic,参赛团队生成,False,synthetic,围绕提示词设计完成可运行成果、说明文档和复盘。
RES-0327,RAG应用实践项目-207,synthetic_project,系统实践任务库,,beginner,18,20,synthetic,参赛团队生成,False,synthetic,围绕RAG应用完成可运行成果、说明文档和复盘。
RES-0328,向量数据库实践项目-208,synthetic_project,系统实践任务库,,intermediate,19,50,synthetic,参赛团队生成,False,synthetic,围绕向量数据库完成可运行成果、说明文档和复盘。
RES-0329,智能体开发实践项目-209,synthetic_project,系统实践任务库,,advanced,20,70,synthetic,参赛团队生成,False,synthetic,围绕智能体开发完成可运行成果、说明文档和复盘。
RES-0330,MCP与工具调用实践项目-210,synthetic_project,系统实践任务库,,beginner,21,20,synthetic,参赛团队生成,False,synthetic,围绕MCP与工具调用完成可运行成果、说明文档和复盘。
RES-0331,模型微调实践项目-211,synthetic_project,系统实践任务库,,intermediate,22,50,synthetic,参赛团队生成,False,synthetic,围绕模型微调完成可运行成果、说明文档和复盘。
RES-0332,AI安全与评测实践项目-212,synthetic_project,系统实践任务库,,advanced,23,70,synthetic,参赛团队生成,False,synthetic,围绕AI安全与评测完成可运行成果、说明文档和复盘。
RES-0333,Git版本控制实践项目-213,synthetic_project,系统实践任务库,,beginner,24,20,synthetic,参赛团队生成,False,synthetic,围绕Git版本控制完成可运行成果、说明文档和复盘。
RES-0334,API设计实践项目-214,synthetic_project,系统实践任务库,,intermediate,25,50,synthetic,参赛团队生成,False,synthetic,围绕API设计完成可运行成果、说明文档和复盘。
RES-0335,后端服务开发实践项目-215,synthetic_project,系统实践任务库,,advanced,26,70,synthetic,参赛团队生成,False,synthetic,围绕后端服务开发完成可运行成果、说明文档和复盘。
RES-0336,Docker容器实践项目-216,synthetic_project,系统实践任务库,,beginner,27,20,synthetic,参赛团队生成,False,synthetic,围绕Docker容器完成可运行成果、说明文档和复盘。
RES-0337,CI/CD实践项目-217,synthetic_project,系统实践任务库,,intermediate,28,50,synthetic,参赛团队生成,False,synthetic,围绕CI/CD完成可运行成果、说明文档和复盘。
RES-0338,云端部署实践项目-218,synthetic_project,系统实践任务库,,advanced,29,70,synthetic,参赛团队生成,False,synthetic,围绕云端部署完成可运行成果、说明文档和复盘。
RES-0339,监控与可观测性实践项目-219,synthetic_project,系统实践任务库,,beginner,30,20,synthetic,参赛团队生成,False,synthetic,围绕监控与可观测性完成可运行成果、说明文档和复盘。
RES-0340,数据工程管道实践项目-220,synthetic_project,系统实践任务库,,intermediate,31,50,synthetic,参赛团队生成,False,synthetic,围绕数据工程管道完成可运行成果、说明文档和复盘。
RES-0341,问题拆解实践项目-221,synthetic_project,系统实践任务库,,advanced,32,70,synthetic,参赛团队生成,False,synthetic,围绕问题拆解完成可运行成果、说明文档和复盘。
RES-0342,系统思维实践项目-222,synthetic_project,系统实践任务库,,beginner,33,20,synthetic,参赛团队生成,False,synthetic,围绕系统思维完成可运行成果、说明文档和复盘。
RES-0343,需求分析实践项目-223,synthetic_project,系统实践任务库,,intermediate,34,50,synthetic,参赛团队生成,False,synthetic,围绕需求分析完成可运行成果、说明文档和复盘。
RES-0344,用户研究实践项目-224,synthetic_project,系统实践任务库,,advanced,35,70,synthetic,参赛团队生成,False,synthetic,围绕用户研究完成可运行成果、说明文档和复盘。
RES-0345,指标设计实践项目-225,synthetic_project,系统实践任务库,,beginner,36,20,synthetic,参赛团队生成,False,synthetic,围绕指标设计完成可运行成果、说明文档和复盘。
RES-0346,业务理解实践项目-226,synthetic_project,系统实践任务库,,intermediate,37,50,synthetic,参赛团队生成,False,synthetic,围绕业务理解完成可运行成果、说明文档和复盘。
RES-0347,创新与方案比较实践项目-227,synthetic_project,系统实践任务库,,advanced,38,70,synthetic,参赛团队生成,False,synthetic,围绕创新与方案比较完成可运行成果、说明文档和复盘。
RES-0348,书面沟通实践项目-228,synthetic_project,系统实践任务库,,beginner,39,20,synthetic,参赛团队生成,False,synthetic,围绕书面沟通完成可运行成果、说明文档和复盘。
RES-0349,表达与汇报实践项目-229,synthetic_project,系统实践任务库,,intermediate,40,50,synthetic,参赛团队生成,False,synthetic,围绕表达与汇报完成可运行成果、说明文档和复盘。
RES-0350,跨岗位沟通实践项目-230,synthetic_project,系统实践任务库,,advanced,6,70,synthetic,参赛团队生成,False,synthetic,围绕跨岗位沟通完成可运行成果、说明文档和复盘。
RES-0351,远程协作实践项目-231,synthetic_project,系统实践任务库,,beginner,7,20,synthetic,参赛团队生成,False,synthetic,围绕远程协作完成可运行成果、说明文档和复盘。
RES-0352,团队协作实践项目-232,synthetic_project,系统实践任务库,,intermediate,8,50,synthetic,参赛团队生成,False,synthetic,围绕团队协作完成可运行成果、说明文档和复盘。
RES-0353,时间管理实践项目-233,synthetic_project,系统实践任务库,,advanced,9,70,synthetic,参赛团队生成,False,synthetic,围绕时间管理完成可运行成果、说明文档和复盘。
RES-0354,职业伦理与隐私实践项目-234,synthetic_project,系统实践任务库,,beginner,10,20,synthetic,参赛团队生成,False,synthetic,围绕职业伦理与隐私完成可运行成果、说明文档和复盘。
RES-0355,自主学习实践项目-235,synthetic_project,系统实践任务库,,intermediate,11,50,synthetic,参赛团队生成,False,synthetic,围绕自主学习完成可运行成果、说明文档和复盘。
RES-0356,知识管理实践项目-236,synthetic_project,系统实践任务库,,advanced,12,70,synthetic,参赛团队生成,False,synthetic,围绕知识管理完成可运行成果、说明文档和复盘。
RES-0357,项目规划实践项目-237,synthetic_project,系统实践任务库,,beginner,13,20,synthetic,参赛团队生成,False,synthetic,围绕项目规划完成可运行成果、说明文档和复盘。
RES-0358,项目交付实践项目-238,synthetic_project,系统实践任务库,,intermediate,14,50,synthetic,参赛团队生成,False,synthetic,围绕项目交付完成可运行成果、说明文档和复盘。
RES-0359,复盘与反馈实践项目-239,synthetic_project,系统实践任务库,,advanced,15,70,synthetic,参赛团队生成,False,synthetic,围绕复盘与反馈完成可运行成果、说明文档和复盘。
RES-0360,职业探索实践项目-240,synthetic_project,系统实践任务库,,beginner,16,20,synthetic,参赛团队生成,False,synthetic,围绕职业探索完成可运行成果、说明文档和复盘。
RES-0361,Python编程实践项目-241,synthetic_project,系统实践任务库,,intermediate,17,50,synthetic,参赛团队生成,False,synthetic,围绕Python编程完成可运行成果、说明文档和复盘。
RES-0362,数据结构与算法实践项目-242,synthetic_project,系统实践任务库,,advanced,18,70,synthetic,参赛团队生成,False,synthetic,围绕数据结构与算法完成可运行成果、说明文档和复盘。
RES-0363,面向对象设计实践项目-243,synthetic_project,系统实践任务库,,beginner,19,20,synthetic,参赛团队生成,False,synthetic,围绕面向对象设计完成可运行成果、说明文档和复盘。
RES-0364,计算机系统基础实践项目-244,synthetic_project,系统实践任务库,,intermediate,20,50,synthetic,参赛团队生成,False,synthetic,围绕计算机系统基础完成可运行成果、说明文档和复盘。
RES-0365,计算机网络实践项目-245,synthetic_project,系统实践任务库,,advanced,21,70,synthetic,参赛团队生成,False,synthetic,围绕计算机网络完成可运行成果、说明文档和复盘。
RES-0366,Linux使用实践项目-246,synthetic_project,系统实践任务库,,beginner,22,20,synthetic,参赛团队生成,False,synthetic,围绕Linux使用完成可运行成果、说明文档和复盘。
RES-0367,软件工程实践项目-247,synthetic_project,系统实践任务库,,intermediate,23,50,synthetic,参赛团队生成,False,synthetic,围绕软件工程完成可运行成果、说明文档和复盘。
RES-0368,测试与调试实践项目-248,synthetic_project,系统实践任务库,,advanced,24,70,synthetic,参赛团队生成,False,synthetic,围绕测试与调试完成可运行成果、说明文档和复盘。
RES-0369,SQL实践项目-249,synthetic_project,系统实践任务库,,beginner,25,20,synthetic,参赛团队生成,False,synthetic,围绕SQL完成可运行成果、说明文档和复盘。
RES-0370,数据清洗实践项目-250,synthetic_project,系统实践任务库,,intermediate,26,50,synthetic,参赛团队生成,False,synthetic,围绕数据清洗完成可运行成果、说明文档和复盘。
RES-0371,统计学基础实践项目-251,synthetic_project,系统实践任务库,,advanced,27,70,synthetic,参赛团队生成,False,synthetic,围绕统计学基础完成可运行成果、说明文档和复盘。
RES-0372,探索性数据分析实践项目-252,synthetic_project,系统实践任务库,,beginner,28,20,synthetic,参赛团队生成,False,synthetic,围绕探索性数据分析完成可运行成果、说明文档和复盘。
RES-0373,数据可视化实践项目-253,synthetic_project,系统实践任务库,,intermediate,29,50,synthetic,参赛团队生成,False,synthetic,围绕数据可视化完成可运行成果、说明文档和复盘。
RES-0374,Excel与BI工具实践项目-254,synthetic_project,系统实践任务库,,advanced,30,70,synthetic,参赛团队生成,False,synthetic,围绕Excel与BI工具完成可运行成果、说明文档和复盘。
RES-0375,数据建模实践项目-255,synthetic_project,系统实践任务库,,beginner,31,20,synthetic,参赛团队生成,False,synthetic,围绕数据建模完成可运行成果、说明文档和复盘。
RES-0376,实验与A/B测试实践项目-256,synthetic_project,系统实践任务库,,intermediate,32,50,synthetic,参赛团队生成,False,synthetic,围绕实验与A/B测试完成可运行成果、说明文档和复盘。
RES-0377,线性代数实践项目-257,synthetic_project,系统实践任务库,,advanced,33,70,synthetic,参赛团队生成,False,synthetic,围绕线性代数完成可运行成果、说明文档和复盘。
RES-0378,微积分与优化实践项目-258,synthetic_project,系统实践任务库,,beginner,34,20,synthetic,参赛团队生成,False,synthetic,围绕微积分与优化完成可运行成果、说明文档和复盘。
RES-0379,机器学习实践项目-259,synthetic_project,系统实践任务库,,intermediate,35,50,synthetic,参赛团队生成,False,synthetic,围绕机器学习完成可运行成果、说明文档和复盘。
RES-0380,特征工程实践项目-260,synthetic_project,系统实践任务库,,advanced,36,70,synthetic,参赛团队生成,False,synthetic,围绕特征工程完成可运行成果、说明文档和复盘。
RES-0381,模型评估实践项目-261,synthetic_project,系统实践任务库,,beginner,37,20,synthetic,参赛团队生成,False,synthetic,围绕模型评估完成可运行成果、说明文档和复盘。
RES-0382,深度学习实践项目-262,synthetic_project,系统实践任务库,,intermediate,38,50,synthetic,参赛团队生成,False,synthetic,围绕深度学习完成可运行成果、说明文档和复盘。
